Time,The 1th agent_x,The 1th agent_y,The 2th agent_x,The 2th agent_y,The 3th agent_x,The 3th agent_y,The 4th agent_x,The 4th agent_y,The 5th agent_x,The 5th agent_y,The 6th agent_x,The 6th agent_y,The 7th agent_x,The 7th agent_y,The 8th agent_x,The 8th agent_y,The 9th agent_x,The 9th agent_y,The 10th agent_x,The 10th agent_y,The 11th agent_x,The 11th agent_y,The 12th agent_x,The 12th agent_y,The 13th agent_x,The 13th agent_y
0,-1.3794274307779635,1.3618324218822966,0.03440540339701466,1.391139485090839,1.3779085646093172,1.3274498862337567,-1.3818934682058561,-0.02392837246091441,0.003682646450676421,-0.01657543690766764,1.3878286391255548,-0.03075038942070511,-1.3650959861226801,-1.4168348149225365,-0.02087998871343159,-1.3908034695947227,1.41376774050057,-1.406285671735066,2.0012246080480667,2.0000313512664736,-3.9990267156342933,6.784941972958383e-05,0.012349039454547767,4.02475028453245,2.0010076492401265,-2.0002337672657093
1,-1.3481210126336038,1.4473417467688112,-0.009265977508085051,1.4352948246485844,1.422593007682008,1.3401238081406373,-1.414189954981763,0.049382603762457095,0.04756010625757692,0.0491267795750474,1.3962966621152824,0.0811935087694919,-1.3515097447306792,-1.3774907320704228,0.04815985859211252,-1.4016137778418412,1.338903916843658,-1.4225430163680284,-0.02087998871343159,-1.3908034695947227,-1.3818934682058561,-0.02392837246091441,0.012349039454547767,4.02475028453245,1.3779085646093172,1.3274498862337567
2,-1.3481210126336038,1.4473417467688112,-0.009265977508085051,1.4352948246485844,1.422593007682008,1.3401238081406373,-1.414189954981763,0.049382603762457095,0.04756010625757692,0.0491267795750474,1.3962966621152824,0.0811935087694919,-1.3515097447306792,-1.3774907320704228,0.04815985859211252,-1.4016137778418412,1.338903916843658,-1.4225430163680284,-0.02087998871343159,-1.3908034695947227,-1.3818934682058561,-0.02392837246091441,0.012349039454547767,4.02475028453245,1.3779085646093172,1.3274498862337567
3,-1.3481210126336038,1.4473417467688112,-0.009265977508085051,1.4352948246485844,1.422593007682008,1.3401238081406373,-1.414189954981763,0.049382603762457095,0.04756010625757692,0.0491267795750474,1.3962966621152824,0.0811935087694919,-1.3515097447306792,-1.3774907320704228,0.04815985859211252,-1.4016137778418412,1.338903916843658,-1.4225430163680284,-0.02087998871343159,-1.3908034695947227,-1.3818934682058561,-0.02392837246091441,0.012349039454547767,4.02475028453245,1.3779085646093172,1.3274498862337567
4,-1.3481210126336038,1.4473417467688112,-0.009265977508085051,1.4352948246485844,1.422593007682008,1.3401238081406373,-1.414189954981763,0.049382603762457095,0.04756010625757692,0.0491267795750474,1.3962966621152824,0.0811935087694919,-1.3515097447306792,-1.3774907320704228,0.04815985859211252,-1.4016137778418412,1.338903916843658,-1.4225430163680284,-0.02087998871343159,-1.3908034695947227,-1.3818934682058561,-0.02392837246091441,0.012349039454547767,4.02475028453245,1.3779085646093172,1.3274498862337567
5,-1.3653580195363098,1.493013785719174,0.03394780997057508,1.4132807468801614,1.3106716580300082,1.3814782664332852,-1.3173219715132605,0.054797799215709306,0.03726214027839744,0.02167492878175363,1.3523168099132217,0.03227180616236143,-1.3629267035129637,-1.266326342386012,0.002967704667213362,-1.3950344495547413,1.2644909093057128,-1.3441849732700442,-0.009265977508085051,1.4352948246485844,3.0032002004126293,0.914432665439469,0.012349039454547767,4.02475028453245,-0.4825923728557117,3.1403996841996955
6,-1.3653580195363098,1.493013785719174,0.03394780997057508,1.4132807468801614,1.3106716580300082,1.3814782664332852,-1.3173219715132605,0.054797799215709306,0.03726214027839744,0.02167492878175363,1.3523168099132217,0.03227180616236143,-1.3629267035129637,-1.266326342386012,0.002967704667213362,-1.3950344495547413,1.2644909093057128,-1.3441849732700442,-0.009265977508085051,1.4352948246485844,3.0032002004126293,0.914432665439469,0.012349039454547767,4.02475028453245,-0.4825923728557117,3.1403996841996955
7,-1.3653580195363098,1.493013785719174,0.03394780997057508,1.4132807468801614,1.3106716580300082,1.3814782664332852,-1.3173219715132605,0.054797799215709306,0.03726214027839744,0.02167492878175363,1.3523168099132217,0.03227180616236143,-1.3629267035129637,-1.266326342386012,0.002967704667213362,-1.3950344495547413,1.2644909093057128,-1.3441849732700442,-0.009265977508085051,1.4352948246485844,3.0032002004126293,0.914432665439469,0.012349039454547767,4.02475028453245,-0.4825923728557117,3.1403996841996955
8,-1.3653580195363098,1.493013785719174,0.03394780997057508,1.4132807468801614,1.3106716580300082,1.3814782664332852,-1.3173219715132605,0.054797799215709306,0.03726214027839744,0.02167492878175363,1.3523168099132217,0.03227180616236143,-1.3629267035129637,-1.266326342386012,0.002967704667213362,-1.3950344495547413,1.2644909093057128,-1.3441849732700442,-0.009265977508085051,1.4352948246485844,3.0032002004126293,0.914432665439469,0.012349039454547767,4.02475028453245,-0.4825923728557117,3.1403996841996955
9,-1.3288085503998939,1.3704836567925625,0.08932957871666002,1.3473165860225855,1.391157272013908,1.381346643977821,-1.2477132825363562,0.08690136352659246,0.010869412259455234,0.0594687575672352,1.2629205330055828,0.03430717123560877,-1.1703794759216843,-1.3763974909134258,0.10346025919065731,-1.2776022935899913,1.2835457900417844,-1.3827107792261222,-2.8260816410785243,-0.3484439291185989,2.836302730709137,0.6933903504429242,-0.4825923728557117,3.1403996841996955,0.2267723500425874,3.0416905036845834
