Time,The 1th agent_x,The 1th agent_y,The 2th agent_x,The 2th agent_y,The 3th agent_x,The 3th agent_y,The 4th agent_x,The 4th agent_y,The 5th agent_x,The 5th agent_y,The 6th agent_x,The 6th agent_y,The 7th agent_x,The 7th agent_y,The 8th agent_x,The 8th agent_y,The 9th agent_x,The 9th agent_y,The 10th agent_x,The 10th agent_y,The 11th agent_x,The 11th agent_y,The 12th agent_x,The 12th agent_y,The 13th agent_x,The 13th agent_y
10,-2.153994222808409,2.0586920613108033,-0.13111225927759,2.000131498455476,2.2391555173161852,2.2296298575434164,-2.193288617781521,-0.0024833192469704327,-0.16964225001383385,0.0008931015833904392,1.8611903523089863,-0.00511719091430939,-2.0891786110241823,-2.0231497506587566,-0.12673669605907945,-2.000344863423739,2.262056110085866,-2.236062566168686,-4.378822682752437,-0.0070986095265996516,4.395687197920651,0.012866801839766217,-0.004743522249585924,-4.2699213170759185,0.0077208905473398,4.15555901180612
11,-2.1984000444955645,2.0863772708198276,-0.14355064888786997,2.0001830228456297,2.279365296571936,2.2615663855208883,-2.22919282802983,-0.0052978150243665895,-0.19379659064636637,0.003379795574143819,1.8489781540134023,-0.004964961096401732,-2.1214398701392008,-2.0578478430046783,-0.13327306537602898,-1.9999249628681743,2.301370908632979,-2.271311895048718,-4.431434003718511,-0.005632949995051667,4.450805778739906,0.012733664398224981,-0.0134636583982937,-4.323495425373565,-0.00355379753741647,4.208536384343613
12,-2.234662187373519,2.1219708794360193,-0.15550372789380965,2.000181890748528,2.3126089688705407,2.299130331835817,-2.263206720257584,-0.007014861210863055,-0.21837308204641112,0.006381402014819667,1.8388424947000346,-0.004464462663329013,-2.1630433292354065,-2.0870003253119673,-0.13900694216582793,-1.9988928954033804,2.334514218499077,-2.309057088690659,-4.481933687201885,-0.0008169409214896599,4.502707797817286,0.013198139965610412,-0.023284492784725115,-4.374834455773745,-0.01666186882029714,4.259080519553666
13,-2.268470396051202,2.1624378766897885,-0.16714888213835172,2.0001959424407607,2.34840257381067,2.33798745189989,-2.2973803865470717,-0.009932800141915926,-0.24308882843496774,0.008565081624191314,1.8305702914687154,-0.003908380894714813,-2.204145478307006,-2.1201886185625494,-0.1443638932256942,-1.997239114770531,2.374207546596823,-2.341861508660114,-4.534766242378221,0.00632717575512739,4.556637642340402,0.01523638867322385,-0.036624451217341654,-4.426595951478645,-0.025556475569347474,4.312771482318023
14,-2.304797832699473,2.2003238172255757,-0.17556837748963322,2.0001741132133097,2.3864328492116513,2.3743300557701814,-2.3336349661101226,-0.011025386911523648,-0.2675112115746555,0.010091454351916267,1.8221844483643654,-0.003276153972376122,-2.237825705156937,-2.1597662786701983,-0.15193732406703112,-1.9968291331889299,2.412496826257879,-2.378346946674398,-4.5872171777917075,0.015252621088005886,4.610124624905707,0.019052444187056254,-0.04620581491006684,-4.479527235916449,-0.03081139699568464,4.367844723434866
15,-2.3372645002120125,2.2402422879203403,-0.18296584137293592,1.998791192935857,2.4209452915577785,2.413155718540559,-2.3705888424553683,-0.011647049729580784,-0.29181477235741476,0.011293789079349595,1.8153557093894386,-0.0028795855560444744,-2.2759361426155924,-2.195186538837091,-0.157424523669159,-1.995758879943124,2.448878618440427,-2.4167596019097193,-4.639054456992028,0.02747232790150234,4.66486671913898,0.02392153427493114,-0.05823820930089306,-4.532243706251028,-0.03883614898780037,4.42224044060304
16,-2.3752352291387147,2.276061110304003,-0.18959785086604838,1.99674570390534,2.4605592502973037,2.4464950045220073,-2.406302264756043,-0.01148687399840935,-0.31610537219257256,0.012131150709353713,1.8120977081725387,-0.0026679283966245236,-2.310628905357344,-2.233911988847319,-0.16214909781267234,-1.9948183088022906,2.4886363847518673,-2.4500573534048025,-4.6894235558402455,0.044464702359509674,4.719376924177151,0.02554225656458974,-0.07251437516841748,-4.584334998589357,-0.04566752990346201,4.476154130981223
17,-2.4147533181790024,2.3114197246490864,-0.19573969758858398,1.9948513385248652,2.4988553662330277,2.4829085628559997,-2.441671794900811,-0.010850035303728888,-0.3414072492607631,0.012268082174506117,1.8087378764813207,-0.0025274507317184745,-2.346022164554878,-2.272705610635585,-0.1669876634819981,-1.9933934351758,2.5235101880205266,-2.488677417520456,-4.734460949171044,0.06517458911373973,4.773195354804875,0.025783306190796867,-0.08785515997542752,-4.637019132216668,-0.05453411428896865,4.529541104905383
18,-2.448804700024984,2.3482201053673903,-0.2003940374685044,1.9936504470954357,2.532009718132824,2.52123786465142,-2.4764014943256054,-0.009384426278033682,-0.3669691454737708,0.011842870198853444,1.806706378606089,-0.002432861706188034,-2.384821933526949,-2.304604691648747,-0.17036529851654414,-1.992182368662163,2.5598455412668666,-2.523974448668578,-4.768842120757771,0.09349887803238424,4.8257160600296185,0.026037581013265823,-0.10464360127764723,-4.686660023669512,-0.06572500326041453,4.580158949864265
19,-2.487881333436465,2.382652224082164,-0.20544689307516795,1.992914301402187,2.5705970012678803,2.5558920105315774,-2.512136591212205,-0.007695101092511914,-0.39631178898603475,0.011193693784357906,1.8067711342973383,-0.002412175847045423,-2.420669951618406,-2.342256974617226,-0.17194536587919534,-1.9916222335434057,2.5997987655980643,-2.558305455209951,-4.792074916424798,0.1271906772235757,4.879393848440605,0.02851236548958083,-0.11659451126087984,-4.738993692057321,-0.0738156782676925,4.634152091566045
20,-2.5228150366851376,2.419534454972124,-0.21061020174313583,1.9915895614353285,2.604121816442452,2.593204210305519,-2.546367668150189,-0.006124804723201521,-0.42454330927540124,0.010819086234000696,1.8067765791460384,-0.0024116239871848333,-2.4582873174534727,-2.376164233695247,-0.17352849583286536,-1.9910124569596281,2.63349575334393,-2.595730187059935,-4.802745697477925,0.15872247536655268,4.9313007388110615,0.032758617380667064,-0.12619905126457007,-4.791727810867323,-0.08316303112106098,4.687383875925287
21,-2.558588749378637,2.460330752923499,-0.21556131316734517,1.9898395873108943,2.6415158060945902,2.632990120856441,-2.5816652638165256,-0.00515301853434484,-0.4548894053733231,0.010580920020459662,1.8068104589386955,-0.002402904385331511,-2.5000963718531923,-2.4111485328702704,-0.17281804797085523,-1.9916644247499156,2.674311171922262,-2.630738714018101,-4.801262220769309,0.18314938350568383,4.987566197841136,0.03854876759897303,-0.14079687093681456,-4.845192011240372,-0.09380209109744829,4.742489015397249
22,-2.595612486836646,2.4945852731841667,-0.2178779032411786,1.988920039093946,2.6792061959847113,2.666509594901368,-2.610211834598097,-0.004435844498956061,-0.4848572005739161,0.01044906089010383,1.8077300367604134,-0.0022922353535331946,-2.533977384190368,-2.4480923053525148,-0.16761436528917611,-1.995014787394659,2.7114547558467432,-2.6662196376252028,-4.800103394880176,0.18829215868604207,5.040611110791971,0.04284015708811726,-0.1521143468471372,-4.895765753074724,-0.1018454554359973,4.794244989821998
23,-2.6285755599833345,2.5342320445775917,-0.22016760091788445,1.987914374642338,2.712496131451963,2.706031255259372,-2.6408356191343874,-0.0038541845405825528,-0.5148617810266859,0.010504346149254476,1.8107511744412386,-0.0018532691264409138,-2.574048227775432,-2.4810601306629794,-0.16264175596823036,-1.9988254471840623,2.7466504235428117,-2.705034097095551,-4.817623230884523,0.17834061154485703,5.095142752459559,0.04809512900429486,-0.1655967760777682,-4.948274491906539,-0.11327673660763958,4.847081798191248
24,-2.6635108824886284,2.571535507996381,-0.22197989673620344,1.9870620268736334,2.748303440274018,2.7418843570394844,-2.6690164889726016,-0.003400442456276693,-0.5419756871727708,0.01042448973622716,1.8137313213005954,-0.0014180151343273582,-2.611910759131507,-2.515211285687572,-0.15752184399534594,-2.0037500627105516,2.784776711309258,-2.7378975646625348,-4.853302860930435,0.173723649868313,5.148158073801555,0.053615878357050915,-0.18019063629145593,-4.9975197178220965,-0.12192201614337528,4.8987556809493995
25,-2.7023396131231388,2.609301444420463,-0.22170985100912896,1.9873559390912083,2.786776448016412,2.7804760564903086,-2.6998682578833284,-0.0027185566949893356,-0.5663105855828806,0.010515783631069624,1.8168579522990005,-0.0009691216890896923,-2.6501291800128373,-2.553986258026457,-0.15198220072670007,-2.011201111015452,2.8200283574272365,-2.7784778830167585,-4.906801494325032,0.1771358020869573,5.202876695746596,0.058314289471435576,-0.1913074297676893,-5.051965277403671,-0.13104160842474416,4.955757675278262
26,-2.7339085532823417,2.6477535261320533,-0.22024994182456734,1.9885885023101628,2.8184302176154503,2.8193705801181,-2.7288534506431885,-0.0025010923987557184,-0.5890980126805705,0.010459233424669027,1.821328198649565,-0.0001555481195628622,-2.689473960360716,-2.5852566976409195,-0.14880382931854638,-2.01659855344577,2.854082830064055,-2.8163353299879215,-4.9595664327780495,0.18215812549478502,5.2472800410952365,0.06271101049873173,-0.2052424796193174,-5.102349307950185,-0.14316329836836375,5.006407375270464
27,-2.7706732060651573,2.6821572845572375,-0.21417822829955932,1.9928174007776047,2.8553751257698305,2.85307888169774,-2.758219845534126,-0.003013361305004136,-0.614372836858835,0.010879562469767987,1.8285804188044252,0.001678583529840916,-2.724668274787107,-2.6213102283112435,-0.14580454775476603,-2.022854897286129,2.891436795531237,-2.850523581206867,-5.012424848961236,0.18443509516746012,5.283009013174093,0.06651553082749774,-0.2192937364811987,-5.151894907736373,-0.15333600406101225,5.057321827876856
28,-2.8070044427271568,2.7179354394312165,-0.2079046690507824,1.9982134769588487,2.8911155637484405,2.8898804386306702,-2.7876836087109025,-0.004135269915159837,-0.6417280804045246,0.011440320220192158,1.8353903749745797,0.0036772289229031903,-2.761368949929432,-2.657059702048876,-0.1408343348852265,-2.0334028078482875,2.9220701075194375,-2.8892920251794596,-5.06569134703015,0.1858428148454395,5.31116460926332,0.06922038768025977,-0.23138209172812182,-5.2027644008602705,-0.16216518088094453,5.1088261771359775
29,-2.8399360332035752,2.7556123937575148,-0.2003110159984323,2.0067663776086366,2.9254489025753654,2.927403078108991,-2.8160795236027574,-0.006289335764556522,-0.6645548792778163,0.011667244062449341,1.8427324782540582,0.005494793107265311,-2.800822261391887,-2.688620298732907,-0.13638789969733317,-2.0450005651737566,2.957384579391526,-2.9255467076841057,-5.118469573647275,0.18497398968524414,5.336320130480266,0.07219731419444488,-0.2470585086464875,-5.249169767082037,-0.17337160537911456,5.159705360308275
30,-2.877281127630903,2.7895453269015715,-0.19517515621566103,2.0158018191742277,2.962925747174696,2.960690691735859,-2.8434720087349667,-0.009400501327721035,-0.6875002741115397,0.011878227825441668,1.851296405863197,0.005797692494553931,-2.8347909846686923,-2.725244892526669,-0.13248353809601157,-2.056366962561707,2.994848026175994,-2.9604516356792923,-5.170242904088822,0.1820879866374559,5.35743738820337,0.07502402817556457,-0.2594778056297322,-5.289955356345197,-0.18272189631764546,5.207767554478418
31,-2.91335856964213,2.8297041529889504,-0.19034104844074737,2.0272447733663137,2.9967963036211342,3.002062325767932,-2.8731369544243845,-0.014021777094097507,-0.7117755579116072,0.013300048735224872,1.8611218029510335,0.006462242889498251,-2.875295851846525,-2.7610411602673826,-0.12879855132068938,-2.0686639925915067,3.028822238644253,-3.001498077240024,-5.226944877010339,0.17781494535480497,5.373807607240805,0.0770521857260805,-0.27022141549148043,-5.325959199802274,-0.19133327347273918,5.253787110049839
32,-2.9473149830445844,2.867393937020514,-0.18630385425038168,2.038580024914121,3.0307672030829678,3.0405673429799474,-2.9036738011244903,-0.01852800295287547,-0.7346135563196603,0.016128450393955447,1.8705175487336052,0.006510281758587325,-2.9144333450261457,-2.794123645034353,-0.12225912538587227,-2.0815318198753348,3.06560082819183,-3.0359235771515514,-5.279715287333893,0.17587919838766972,5.386051672022615,0.0783979788605902,-0.2797528934942976,-5.3522629130716135,-0.19988139777434163,5.290440950294025
33,-2.9843951871410908,2.901601212691289,-0.1793671159675306,2.0504564931160782,3.067224492690307,3.0756449964216612,-2.9375138179807787,-0.02251501599381378,-0.7582961421705735,0.019452795541686455,1.8791835119337883,0.006593304502799006,-2.9492414761581913,-2.830360024933651,-0.11410485646914714,-2.0937992017263727,3.100067095589703,-3.072944632563501,-5.332730907156304,0.17395793809105056,5.3965072645638426,0.07926837100895626,-0.2872979267596991,-5.373715181296674,-0.20669607734003964,5.321464481274526
34,-3.0160809848045957,2.9397897615506685,-0.17281327763661203,2.064701115691719,3.098367950137236,3.1142510038801308,-2.970050773376619,-0.026733633863462374,-0.7811353467366385,0.023633573265565797,1.8870393062862763,0.007944723588636389,-2.9883866335092453,-2.861772444141032,-0.1067809854351514,-2.104530780336641,3.1321386421296884,-3.111785442629984,-5.383679828510801,0.17243307675951144,5.404882031318556,0.07968944654925825,-0.29354463594141916,-5.392580539459135,-0.21145104776912266,5.346802109466305
35,-3.0510210374577342,2.9767808054029503,-0.16699195215437668,2.080015613217655,3.134287977417249,3.149699622142075,-3.003926413744887,-0.028438301258429683,-0.8021086987227745,0.028216196563499114,1.8943503341790155,0.009647706786882355,-3.0253821687904976,-2.8968138337464757,-0.10281510691367199,-2.11401871381782,3.169929771338145,-3.1451214062530166,-5.42807000512826,0.17216258473401175,5.413497526377579,0.0795348149694582,-0.2980533752795511,-5.405942012075556,-0.21501784431204388,5.368595694163138
36,-3.088290593239416,3.0113160831922787,-0.16275742446656305,2.097053330671026,3.1703026248394606,3.18565328098974,-3.038398032647338,-0.029573688055686716,-0.8234048341181561,0.03180988911522566,1.9011689226573414,0.011441195286473948,-3.0600187054810757,-2.9339385415455936,-0.0985598179511561,-2.124631848046867,3.2031113569733667,-3.1829267899154523,-5.465902558272968,0.17159563787072246,5.419242561555639,0.07851521109431439,-0.30129288529133386,-5.416866193786306,-0.21841933158094723,5.384249241202989
37,-3.121465232754552,3.0484591885467647,-0.15941753136265463,2.1141820301640535,3.2011632007672333,3.2249587009745526,-3.0725403997933896,-0.030490622559897127,-0.8476345405171258,0.033837859501977985,1.908060973251593,0.012786401806514235,-3.098981078571693,-2.965540456398674,-0.09448174370092242,-2.135290939095217,3.236962796528212,-3.220636894447185,-5.498986299210488,0.170704237969786,5.42174053348325,0.0774722959152405,-0.3043749150668607,-5.42768491226094,-0.22086130171086152,5.396439537610409
38,-3.1589683823547388,3.0820466646865783,-0.15658275941348995,2.126249544998201,3.2375480162981973,3.259694197964686,-3.1067860335565465,-0.03103049511189258,-0.8763491890204543,0.035861353976052945,1.9150902675865489,0.013564766569685001,-3.1343309326020763,-3.001532662367463,-0.09053582408037908,-2.1471139569186524,3.274887800890015,-3.2540095701618195,-5.526051822848307,0.170997414191727,5.424031620706571,0.07650885510119428,-0.3067963132604044,-5.438579811586213,-0.22335988794020273,5.408202205713569
39,-3.199005835291499,3.119380304262656,-0.15029350550141607,2.1411248669481524,3.2745445708938576,3.299105663504614,-3.1419609071237358,-0.030638901816030236,-0.9074025713462232,0.038263024438645495,1.9225410285096363,0.014022037628560663,-3.173110793599952,-3.0399072673596677,-0.08699905316938066,-2.160033498089636,3.30851631080824,-3.2951073838282112,-5.551459960286205,0.1724799247709393,5.42529934538428,0.07709707592215792,-0.30805578767487957,-5.447036811144034,-0.225302239442394,5.417592696891942
40,-3.2332846949546292,3.1562539961464458,-0.1432850359750851,2.153997376540538,3.3074434205600505,3.3374872110575056,-3.17092226174246,-0.030108119229826542,-0.9356447753133506,0.04029586939531026,1.9294298217268686,0.01439757869571283,-3.2122328705030228,-3.0718921144362956,-0.08390888600793531,-2.1723488810361973,3.343721281192966,-3.331531214184734,-5.574525775464353,0.17254708151310533,5.425441797596913,0.07920577979351333,-0.3080949683904484,-5.452964072088373,-0.226486314556533,5.424257193588154
41,-3.2724125821567482,3.191041520053196,-0.13629214599062378,2.1657679309313163,3.3457816638220734,3.372742310304489,-3.2012667045765792,-0.029811356524421524,-0.9625668225698274,0.042818781711709344,1.9366824433299898,0.014514872691906395,-3.2470400495738496,-3.1099492419442516,-0.08027238699131112,-2.186588267678636,3.3809790456068813,-3.3687547624253695,-5.59503367893893,0.17164053049862665,5.425598703390319,0.08134645615919592,-0.30689270211862407,-5.457090048802666,-0.22726187160318323,5.431820562396251
42,-3.3057143009707675,3.228643434086413,-0.13261553726362016,2.1745317654469796,3.3777202590358613,3.4110029403509357,-3.2295443516763407,-0.029759946789542517,-0.9856416392810674,0.04344009313357967,1.944488760441783,0.014563090703841824,-3.284294451321034,-3.1446694243125046,-0.07513851124133389,-2.2005030756852624,3.41161791270612,-3.407955339879776,-5.6122409576619585,0.16968165679584682,5.425809287044197,0.08330134804204291,-0.30565146163608775,-5.460942574206025,-0.22757256692754016,5.43723717334138
43,-3.340570640450815,3.267887786687427,-0.12808230382461752,2.185666986274474,3.413511941805883,3.450172328837164,-3.2586949463805923,-0.02952327513935555,-1.0098311356627994,0.04416543563732523,1.9535581796324435,0.01466903229620846,-3.322491018002072,-3.1812511236648215,-0.06839327594126685,-2.2120918674751597,3.4498529550168877,-3.443727593824034,-5.626069887296917,0.16850575688203917,5.426114999235394,0.08518229803426239,-0.3047338192932441,-5.464886847123942,-0.22774016397462163,5.440636738486338
44,-3.3779778882921088,3.3019487978476243,-0.1244845105267794,2.1981593733248346,3.450074973269693,3.485062349825396,-3.286934299193762,-0.02909493046086673,-1.033169079424636,0.04534234164869331,1.96231578919333,0.01407566524345742,-3.3546415958143885,-3.219560653359719,-0.06443767634425605,-2.2201868744835864,3.485087778817204,-3.48052760752371,-5.638815954205611,0.16835932434729473,5.426500953598427,0.0868588340100165,-0.30454917072839494,-5.468669834842764,-0.2277266586036101,5.443623188413065
45,-3.41037613412934,3.3398533668695887,-0.12200755016367706,2.210605588378874,3.4807679072954247,3.524019351310302,-3.316328547989097,-0.02855131672340869,-1.056387544161964,0.04612425628773235,1.971414737287766,0.012346195523803756,-3.3927848396148814,-3.2519931900907313,-0.061466891554822996,-2.226706620156877,3.518430316718947,-3.518312144979094,-5.648416690128924,0.16926736904156178,5.426977681732803,0.08840174182391533,-0.30446647732421145,-5.470722373031625,-0.22744703527441537,5.446687890482872
46,-3.4461115310112373,3.375847158670114,-0.11934605578852804,2.223296074866044,3.5162531757688003,3.5599719240813656,-3.343154904087401,-0.02810735332624023,-1.0791647045244666,0.04687406982716822,1.9804488572477579,0.011873417485777403,-3.430225266809463,-3.28673740150444,-0.05834163179300452,-2.232774634448485,3.556336499284649,-3.551501083823228,-5.655070146008254,0.17047766904648126,5.426208479953586,0.08931404520953312,-0.30426740294648874,-5.470986517666309,-0.22700267593006668,5.449738512178345
47,-3.482173099180578,3.408994360571312,-0.11741731987453224,2.2341004113876175,3.5512045263514946,3.5945896167180207,-3.365226395659984,-0.027924700669802613,-1.101125443524559,0.04753150222862372,1.9885211898753319,0.012653109371552016,-3.4643544692584842,-3.322234423129562,-0.05612574568174981,-2.23802406065728,3.5875174981696785,-3.5883399343402163,-5.661754763388854,0.17189917272557184,5.42420362474807,0.08963063065949788,-0.3042793480663873,-5.470991668209566,-0.22734267614121204,5.4524011392496705
48,-3.5145975952756636,3.4464574245581208,-0.11425653983010116,2.242395641659554,3.5826263700915195,3.6334203488341776,-3.388334328804175,-0.027527842111810735,-1.1247623755956133,0.04816509244263704,1.9953854262919064,0.013677332661895756,-3.5024489732489137,-3.3551162976139213,-0.05413586394015403,-2.2436024114341255,3.6203479469434408,-3.6270011267706685,-5.669239002838914,0.17326356498665943,5.4221299130959135,0.08997620125191953,-0.30392991705847155,-5.471428227129137,-0.2271431206802103,5.45434356078696
49,-3.5509752032401884,3.4816698553595518,-0.10998657026924996,2.2512292976796164,3.619300798349414,3.667673371372546,-3.411578126804188,-0.027252673683667347,-1.1475973025875057,0.04923058968791087,1.9991383532450708,0.015005023152885117,-3.5354594505614294,-3.3927309529042797,-0.05251239797310274,-2.2489635152142378,3.6576951356702425,-3.661138804591056,-5.6775556456562795,0.1735716747702977,5.4198257769038625,0.09017310139140931,-0.3031918033380132,-5.472308406592265,-0.227704183932022,5.455508743262793
50,-3.5872006374798486,3.517667044700695,-0.104448307445608,2.260239800488712,3.654100500515669,3.7045823969220715,-3.435749568421841,-0.027151672360296655,-1.1715890376043117,0.05051052799790763,2.002816268378879,0.015660796217264034,-3.5698487059198762,-3.430342208428142,-0.050826491056280905,-2.255188520414008,3.689218492577787,-3.69946410454003,-5.686831376989683,0.17371540928665863,5.417174839018543,0.09056367655088357,-0.30232742414791125,-5.473206777283308,-0.22829138413040448,5.456645765768735
51,-3.6201349708800294,3.5550386186593705,-0.09914737076893307,2.267528880903429,3.6864529343758248,3.743451114930136,-3.4603839281519764,-0.026944434797780248,-1.1949851212712586,0.051441940773594666,2.0064500184967904,0.01600208643077151,-3.60891182030475,-3.462083191562044,-0.0491725485278416,-2.262502444937834,3.724605809691105,-3.736022998864833,-5.6966619883759355,0.17370319851901136,5.414683547651665,0.09094571152514061,-0.3015389078451943,-5.474183686713459,-0.22884743912280867,5.457799236240546
52,-3.6577379067826015,3.5890525583037114,-0.09408467599105115,2.2728936755345757,3.7233108559974593,3.777470627691471,-3.483964414833833,-0.026946662941547357,-1.2180247723736206,0.051857466659253545,2.0099152724579836,0.016278004534674904,-3.6433112079927747,-3.4986166685310494,-0.04722410502034505,-2.269128796456534,3.7619522564866386,-3.770623089335935,-5.706094483930189,0.17284011693893983,5.41227551104871,0.0910262926525885,-0.30066996708647675,-5.4751104874720475,-0.22937175446878816,5.458968482998846
53,-3.692213758824416,3.6262060002778194,-0.09156860216239297,2.2781552332611477,3.7560749500160218,3.8152764292289967,-3.5058147655535654,-0.02741723659697052,-1.2410775550763813,0.052146045921894646,2.0132086814306938,0.016360184977231497,-3.6802398633968845,-3.5335129681957413,-0.04365445868885814,-2.275860624084218,3.7929419273435894,-3.809336105175281,-5.712704532955709,0.1714444938360985,5.4098070102890174,0.0912747842374915,-0.3002519317779686,-5.474039733403613,-0.2298638000145373,5.460152784213347
54,-3.724014059059209,3.6629458310531593,-0.08953841987340151,2.2836771308086683,3.7876333826429143,3.8526546855533303,-3.5226503710010424,-0.027789716613443104,-1.263681901136766,0.05277120983996064,2.0163716304895063,0.016674741710554077,-3.7173974722845107,-3.565464184837713,-0.04032986994638068,-2.282406958134285,3.8279464035437263,-3.8433211131549974,-5.716236877360736,0.1709245426262427,5.407353323307433,0.09170414820101536,-0.30030804784455706,-5.471615507602111,-0.23030726776460325,5.46130830243872
